한글종목명,해당일종가,현재가,전일대비구분,전일대비,전일대비율,종가 전일대비구분,종가 전일대비,종가 전일대비율,연속일,거래강도,누적거래량,업종구분,매도총호가수량,매도총호가수량,매도1호가,매도1호가,매도 1호가 수량,매도1호가 수량,날짜
두올산업                                ,1315,1375,2,55,4.17,1,300,29.56,1,144.5,9917433,1,719907,306504,1380,1375,160691,6472,20190709
켐트로스                                ,4360,3340,5,90,-2.62,1,1005,29.96,1,132.74,494740,1,32996,46097,3340,3335,8826,2240,20190709
두올산업                                ,1705,1375,2,55,4.17,1,390,29.66,2,144.5,9917433,1,719907,306504,1380,1375,160691,6472,20190710
디이엔티                                ,2950,3755,2,95,2.6,1,680,29.96,1,77.85,84669,1,21690,7263,3755,3750,803,100,20190710
서암기계공업                            ,6760,6580,2,220,3.46,1,1560,30,1,232.72,144892,1,14088,31841,6580,6570,2728,6704,20190710
룽투코리아                              ,6600,6430,2,180,2.88,1,1520,29.92,1,21.93,1355867,1,94293,19995,6430,6420,513,1279,20190711
동국알앤에스                            ,3220,2380,3,0,0,1,740,29.84,1,91.3,86843,1,9639,15414,2380,2375,3452,1000,20190711
두올산업                                ,2215,1375,2,55,4.17,1,510,29.91,3,144.5,9917433,1,719907,306504,1380,1375,160691,6472,20190711
미스터블루                              ,6120,8200,2,100,1.23,1,1405,29.8,1,320.51,13553828,1,50934,37878,8210,8200,1815,3989,20190711
휴네시온                                ,6830,5460,5,40,-0.73,1,1570,29.85,1,55.76,95850,1,11474,28601,5460,5450,308,400,20190711
조이시티                                ,9230,7350,5,70,-0.94,1,2130,30,1,97.64,11313,1,733,2778,7450,7350,232,57,20190712
유티아이                                ,23700,17700,2,300,1.72,1,5450,29.86,1,36.14,109434,1,27573,7440,17700,17600,2301,4,20190712
데이타솔루션                            ,4140,3980,2,150,3.92,1,955,29.98,1,201.69,467946,1,22735,30973,3985,3980,3774,3455,20190712
미스터블루                              ,9100,8200,2,100,1.23,1,2100,30,1,320.51,13553828,1,50934,37878,8210,8200,1815,3989,20190713
휴네시온                                ,8870,5460,5,40,-0.73,1,2040,29.87,1,55.76,95850,1,11474,28601,5460,5450,308,400,20190713
미스터블루                              ,9100,8200,2,100,1.23,1,2100,30,1,320.51,13553828,1,50934,37878,8210,8200,1815,3989,20190714
휴네시온                                ,8870,5460,5,40,-0.73,1,2040,29.87,1,55.76,95850,1,11474,28601,5460,5450,308,400,20190714
미스터블루                              ,9100,8200,2,100,1.23,1,2100,30,1,320.51,13553828,1,50934,37878,8210,8200,1815,3989,20190715
휴네시온                                ,8870,5460,5,40,-0.73,1,2040,29.87,1,55.76,95850,1,11474,28601,5460,5450,308,400,20190715
셀리버리                                ,47050,53400,1,12250,29.77,1,10850,29.97,1,2085.46,2773371,1,0,152542,0,53400,0,142957,20190716
유테크                                  ,1565,2650,2,130,5.16,1,360,29.88,1,187.9,571049,1,32949,44381,2650,2645,1621,585,20190717
GV                                      ,2910,3285,2,125,3.96,1,670,29.91,1,121.24,1461181,1,71396,13735,3285,3280,5404,1649,20190718
퓨전데이타                              ,447,195,5,4,-2.01,1,103,29.94,1,24.38,5753889,1,1003117,677468,196,195,155481,5138,20190718
켐온                                    ,1955,1475,2,5,0.34,1,450,29.9,1,120.52,220884,1,78068,173025,1475,1470,9167,4347,20190718
크리스탈신소재                          ,2910,1990,5,10,-0.5,1,670,29.91,1,60.45,1001507,1,85521,161880,1995,1990,1179,20407,20190718
아진산업                                ,3350,2800,2,40,1.45,1,770,29.84,1,103.58,224190,1,46875,92747,2800,2795,261,1249,20190719
와이오엠                                ,10600,11600,5,300,-2.52,1,2420,29.58,1,128.44,198766,1,23741,30607,11600,11550,484,2561,20190719
플리토                                  ,33200,22900,5,600,-2.55,1,7650,29.94,1,60.4,128357,1,4311,10393,22950,22900,205,527,20190720
컴퍼니케이                              ,10050,8540,2,10,0.12,1,2300,29.68,1,96.19,161953,1,6833,9297,8540,8530,469,755,20190720
한화에스비아이스팩                      ,3880,3145,5,35,-1.1,1,895,29.98,1,75.57,69678,1,5343,12920,3170,3145,241,646,20190720
플리토                                  ,33200,22900,5,600,-2.55,1,7650,29.94,1,60.4,128357,1,4311,10393,22950,22900,205,527,20190721
컴퍼니케이                              ,10050,8540,2,10,0.12,1,2300,29.68,1,96.19,161953,1,6833,9297,8540,8530,469,755,20190721
한화에스비아이스팩                      ,3880,3145,5,35,-1.1,1,895,29.98,1,75.57,69678,1,5343,12920,3170,3145,241,646,20190721
플리토                                  ,33200,22900,5,600,-2.55,1,7650,29.94,1,60.4,128357,1,4311,10393,22950,22900,205,527,20190722
컴퍼니케이                              ,10050,8540,2,10,0.12,1,2300,29.68,1,96.19,161953,1,6833,9297,8540,8530,469,755,20190722
한화에스비아이스팩                      ,3880,3145,5,35,-1.1,1,895,29.98,1,75.57,69678,1,5343,12920,3170,3145,241,646,20190722
삼륭물산                                ,7570,11500,5,250,-2.13,1,1740,29.85,1,80.53,803083,1,33161,53779,11500,11450,3278,6671,20190723
한화에스비아이스팩                      ,5040,3145,5,35,-1.1,1,1160,29.9,2,75.57,69678,1,5343,12920,3170,3145,241,646,20190723
이베스트이안스팩1호                     ,2765,2060,3,0,0,1,635,29.81,1,12.75,2019,1,3554,69866,2060,2055,193,100,20190723
국일제지                                ,5840,5390,5,380,-6.59,1,1345,29.92,1,34.94,25027394,1,213547,529517,5400,5390,7901,79907,20190724
이트론                                  ,312,258,5,9,-3.37,1,72,30,1,136.1,5580294,1,548382,453701,259,258,939,168356,20190724
인포마크                                ,14200,11600,2,100,0.87,1,3250,29.68,1,65.66,1719,1,689,2280,11600,11550,65,4,20190724
이트론                                  ,405,258,5,9,-3.37,1,93,29.81,2,136.1,5580294,1,548382,453701,259,258,939,168356,20190725
대모                                    ,11300,7090,3,0,0,1,2590,29.74,1,110.13,107882,1,5813,27022,7100,7090,600,486,20190725
케이피엠테크                            ,1180,1045,2,20,1.95,1,270,29.67,1,362.28,2170455,1,423362,294973,1045,1040,23487,6983,20190726
엠아이텍                                ,5650,4525,2,5,0.11,1,1300,29.89,1,114.19,174455,1,6688,21820,4530,4525,60,963,20190726
윌링스                                  ,29600,13500,5,350,-2.53,1,6800,29.82,1,228.53,151365,1,9161,6468,13550,13500,485,850,20190726
럭슬                                    ,852,672,2,12,1.82,1,196,29.88,1,168.55,999007,1,62407,14155,678,672,1642,1111,20190727
명성티엔에스                            ,17700,14050,5,100,-0.71,1,4050,29.67,1,110.61,19948,1,5600,12480,14100,14050,346,179,20190727
럭슬                                    ,852,672,2,12,1.82,1,196,29.88,1,168.55,999007,1,62407,14155,678,672,1642,1111,20190728
명성티엔에스                            ,17700,14050,5,100,-0.71,1,4050,29.67,1,110.61,19948,1,5600,12480,14100,14050,346,179,20190728
럭슬                                    ,852,672,2,12,1.82,1,196,29.88,1,168.55,999007,1,62407,14155,678,672,1642,1111,20190729
명성티엔에스                            ,17700,14050,5,100,-0.71,1,4050,29.67,1,110.61,19948,1,5600,12480,14100,14050,346,179,20190729
럭슬                                    ,1105,672,2,12,1.82,1,253,29.69,2,168.55,999007,1,62407,14155,678,672,1642,1111,20190730
램테크놀러지                            ,8250,8000,2,150,1.91,1,1900,29.92,1,366.6,930693,1,11157,22161,8010,8000,3336,8709,20190730
이더블유케이                            ,7310,8210,2,210,2.63,1,1680,29.84,1,29.88,89002,1,4552,5523,8250,8210,41,2983,20190730
한일화학                                ,15300,13550,5,200,-1.45,1,3500,29.66,1,58.87,5152,1,3903,2261,13600,13550,56,158,20190731
바른손                                  ,2610,2115,2,35,1.68,1,600,29.85,1,684.64,306549,1,45728,21467,2120,2115,931,2609,20190731
양지사                                  ,14650,11300,2,250,2.26,1,3350,29.65,1,231.4,34180,1,8987,15451,11350,11300,397,340,20190731
켐트로스                                ,5470,3340,5,90,-2.62,1,1260,29.93,1,132.74,494740,1,32996,46097,3340,3335,8826,2240,20190731
KTH                                     ,5700,6240,2,100,1.63,1,1315,29.99,1,128.45,48728,1,5933,5759,6250,6240,80,30,20190801
드림시큐리티                            ,4100,3780,5,120,-3.08,1,945,29.95,1,31.8,2839724,1,11005,54619,3785,3780,710,11324,20190801
미스터블루                              ,7040,8200,2,100,1.23,1,1620,29.89,1,320.51,13553828,1,50934,37878,8210,8200,1815,3989,20190801
보라티알                                ,10750,8650,2,320,3.84,1,2450,29.52,1,245.14,96223,1,10099,3949,8650,8640,2212,237,20190801
대모                                    ,10400,7090,3,0,0,1,2400,30,1,110.13,107882,1,5813,27022,7100,7090,600,486,20190801
일지테크                                ,4595,4290,5,40,-0.92,1,1060,29.99,1,35.16,86250,1,15089,13206,4290,4285,2820,1565,20190803
UCI                                     ,4555,3500,2,60,1.74,1,1050,29.96,1,370.92,266570,1,11421,17618,3510,3500,492,2888,20190803
일지테크                                ,4595,4290,5,40,-0.92,1,1060,29.99,1,35.16,86250,1,15089,13206,4290,4285,2820,1565,20190804
UCI                                     ,4555,3500,2,60,1.74,1,1050,29.96,1,370.92,266570,1,11421,17618,3510,3500,492,2888,20190804
일지테크                                ,4595,4290,5,40,-0.92,1,1060,29.99,1,35.16,86250,1,15089,13206,4290,4285,2820,1565,20190805
UCI                                     ,4555,3500,2,60,1.74,1,1050,29.96,1,370.92,266570,1,11421,17618,3510,3500,492,2888,20190805
아가방컴퍼니                            ,3905,3650,5,15,-0.41,1,900,29.95,1,64.8,199930,1,22893,19872,3650,3645,1307,258,20190807
서연탑메탈                              ,2810,2870,2,55,1.95,1,645,29.79,1,151.99,92580,1,20495,7187,2885,2870,2,411,20190808
주성엔지니어링                          ,7120,7050,5,40,-0.56,1,1640,29.93,1,106.43,272333,1,12130,60864,7060,7050,1630,6631,20190808
중앙오션                                ,1820,2105,5,25,-1.17,1,420,30,1,41.15,499307,1,28361,25713,2110,2105,866,4060,20190808
엑사이엔씨                              ,2430,1895,5,55,-2.82,1,560,29.95,1,28.21,1862381,1,109444,196817,1900,1895,5103,13498,20190808
이더블유케이                            ,10700,8210,2,210,2.63,1,2460,29.85,1,29.88,89002,1,4552,5523,8250,8210,41,2983,20190808
솔트웍스                                ,3065,4900,5,35,-0.71,1,705,29.87,1,29.12,148507,1,8227,16962,4920,4900,2,4543,20190809
고려시멘트                              ,2820,2925,2,5,0.17,1,650,29.95,1,84.29,400111,1,32472,79881,2930,2925,2537,447,20190810
미스터블루                              ,8770,8200,2,100,1.23,1,2020,29.93,1,320.51,13553828,1,50934,37878,8210,8200,1815,3989,20190810
엔지스테크널러지                        ,6270,4630,5,35,-0.75,1,1445,29.95,1,68.28,8880,1,7236,1082,4630,4625,1224,10,20190810
펌텍코리아                              ,22800,16500,3,0,0,1,5250,29.91,1,56.55,108204,1,12722,18544,16550,16500,506,57,20190810
고려시멘트                              ,2820,2925,2,5,0.17,1,650,29.95,1,84.29,400111,1,32472,79881,2930,2925,2537,447,20190811
미스터블루                              ,8770,8200,2,100,1.23,1,2020,29.93,1,320.51,13553828,1,50934,37878,8210,8200,1815,3989,20190811
엔지스테크널러지                        ,6270,4630,5,35,-0.75,1,1445,29.95,1,68.28,8880,1,7236,1082,4630,4625,1224,10,20190811
펌텍코리아                              ,22800,16500,3,0,0,1,5250,29.91,1,56.55,108204,1,12722,18544,16550,16500,506,57,20190811
고려시멘트                              ,2820,2925,2,5,0.17,1,650,29.95,1,84.29,400111,1,32472,79881,2930,2925,2537,447,20190812
미스터블루                              ,8770,8200,2,100,1.23,1,2020,29.93,1,320.51,13553828,1,50934,37878,8210,8200,1815,3989,20190812
엔지스테크널러지                        ,6270,4630,5,35,-0.75,1,1445,29.95,1,68.28,8880,1,7236,1082,4630,4625,1224,10,20190812
펌텍코리아                              ,22800,16500,3,0,0,1,5250,29.91,1,56.55,108204,1,12722,18544,16550,16500,506,57,20190812
한일화학                                ,18950,13550,5,200,-1.45,1,4350,29.79,1,58.87,5152,1,3903,2261,13600,13550,56,158,20190813
솔고바이오                              ,263,230,2,1,0.44,1,60,29.56,1,24.67,857084,1,503078,364749,231,230,103140,5294,20190813
리드                                    ,2390,753,0,0,0,1,550,29.89,1,0,0,1,0,0,0,0,0,0,20190813
필링크                                  ,1440,1275,3,0,0,1,330,29.73,1,73.44,592467,1,108251,126301,1275,1270,6541,25514,20190814
아이에이네트웍스                        ,10450,6300,2,120,1.94,1,2410,29.98,1,181.28,182317,1,5148,33145,6310,6300,24,10550,20190814
매직마이크로                            ,1310,1025,2,5,0.49,1,300,29.7,1,81.48,505249,1,135188,282949,1025,1020,5038,15461,20190814
리드                                    ,3105,753,0,0,0,1,715,29.92,2,0,0,1,0,0,0,0,0,0,20190814
한화에스비아이스팩                      ,4345,3145,5,35,-1.1,1,1000,29.9,1,75.57,69678,1,5343,12920,3170,3145,241,646,20190814
에스피시스템스                          ,12700,7830,2,40,0.51,1,2900,29.59,1,60.39,36904,1,4394,3904,7830,7790,853,127,20190815
에스피시스템스                          ,12700,7830,2,40,0.51,1,2900,29.59,1,60.39,36904,1,4394,3904,7830,7790,853,127,20190816
아이에이네트웍스                        ,13700,6300,2,120,1.94,1,3150,29.86,1,181.28,182317,1,5148,33145,6310,6300,24,10550,20190817
퓨전데이타                              ,344,195,5,4,-2.01,1,79,29.81,1,24.38,5753889,1,1003117,677468,196,195,155481,5138,20190817
아이에이네트웍스                        ,13700,6300,2,120,1.94,1,3150,29.86,1,181.28,182317,1,5148,33145,6310,6300,24,10550,20190818
퓨전데이타                              ,344,195,5,4,-2.01,1,79,29.81,1,24.38,5753889,1,1003117,677468,196,195,155481,5138,20190818
아이에이네트웍스                        ,13700,6300,2,120,1.94,1,3150,29.86,1,181.28,182317,1,5148,33145,6310,6300,24,10550,20190819
퓨전데이타                              ,344,195,5,4,-2.01,1,79,29.81,1,24.38,5753889,1,1003117,677468,196,195,155481,5138,20190819
두올산업                                ,790,1375,2,55,4.17,1,182,29.93,1,144.5,9917433,1,719907,306504,1380,1375,160691,6472,20190820
비엠티                                  ,8090,6800,5,80,-1.16,1,1860,29.86,1,43.77,17137,1,6178,5286,6820,6800,185,113,20190820
안국약품                                ,11300,11700,5,100,-0.85,1,2580,29.59,1,58.85,93313,1,38877,16048,11750,11700,400,919,20190821
에이디칩스                              ,1985,1105,5,20,-1.78,1,455,29.74,1,111.71,1234658,1,112759,266724,1105,1100,22307,1766,20190821
모비스                                  ,2830,2460,5,5,-0.2,1,650,29.82,1,78.3,233106,1,22370,65392,2460,2455,1227,3649,20190821
셀루메드                                ,6890,5450,5,110,-1.98,1,1590,30,1,87.15,122876,1,14689,24890,5480,5450,140,2726,20190822
시노펙스                                ,3525,3005,2,45,1.52,1,810,29.83,1,209.53,1909373,1,49278,77647,3010,3005,4134,1155,20190823
코오롱생명과학                          ,20800,21300,5,1500,-6.58,1,4800,30,1,90.3,422334,1,6401,13641,21350,21300,492,1078,20190823
테고사이언스                            ,27650,25150,2,400,1.62,1,6350,29.81,1,70.93,30103,1,5619,4764,25200,25150,1,1354,20190823
옴니텔                                  ,1480,1670,2,190,12.84,1,340,29.82,1,1083.15,2812701,1,77580,27598,1670,1665,14278,3,20190828
썸에이지                                ,720,546,5,1,-0.18,1,166,29.96,1,58.74,989036,1,113008,55766,547,546,6046,1314,20190828
삼륭물산                                ,11850,11500,5,250,-2.13,1,2700,29.51,1,80.53,803083,1,33161,53779,11500,11450,3278,6671,20190829
인트론바이오                            ,13550,13250,2,300,2.32,1,3100,29.67,1,156.98,501427,1,94575,74559,13300,13250,5299,3430,20190829
알테오젠                                ,32200,44500,2,1400,3.25,1,7400,29.84,1,82.8,182325,1,32344,4278,44550,44500,1160,627,20190829
오성첨단소재                            ,2155,2425,5,40,-1.62,1,495,29.82,1,25.22,2854449,1,90384,290058,2430,2425,5177,61525,20190830
윙입푸드                                ,2125,1920,5,10,-0.52,1,490,29.97,1,101.4,337552,1,34039,70038,1920,1915,1750,500,20190831
제이씨케미칼                            ,5360,5560,2,50,0.91,1,1235,29.94,1,105.27,480970,1,13842,38614,5560,5550,9607,2648,20190831
윙입푸드                                ,2125,1920,5,10,-0.52,1,490,29.97,1,101.4,337552,1,34039,70038,1920,1915,1750,500,20190901
제이씨케미칼                            ,5360,5560,2,50,0.91,1,1235,29.94,1,105.27,480970,1,13842,38614,5560,5550,9607,2648,20190901
윙입푸드                                ,2125,1920,5,10,-0.52,1,490,29.97,1,101.4,337552,1,34039,70038,1920,1915,1750,500,20190902
제이씨케미칼                            ,5360,5560,2,50,0.91,1,1235,29.94,1,105.27,480970,1,13842,38614,5560,5550,9607,2648,20190902
메가엠디                                ,2515,3730,2,40,1.08,1,580,29.97,1,63.76,3204687,1,20862,61311,3730,3725,3525,7654,20190903
현성바이탈                              ,4085,2225,5,120,-5.12,1,940,29.89,1,32.6,2664603,1,69265,106138,2230,2225,2609,9261,20190903
영화테크                                ,11150,11650,2,300,2.64,1,2540,29.5,1,197.9,86405,1,17401,6156,11700,11650,117,662,20190903
바이온                                  ,1495,1375,2,30,2.23,1,345,30,1,75.58,396329,1,113853,55359,1375,1370,15785,608,20190904
케이피엠테크                            ,1280,1045,2,20,1.95,1,295,29.95,1,362.28,2170455,1,423362,294973,1045,1040,23487,6983,20190904
S&K폴리텍                               ,7420,5870,2,40,0.69,1,1710,29.95,1,135.25,118299,1,4973,14838,5880,5870,201,3029,20190904
율호                                    ,1570,1255,2,10,0.8,1,360,29.75,1,233.97,267090,1,66162,45954,1260,1255,200,2721,20190905
머큐리                                  ,12050,10350,2,200,1.97,1,2770,29.85,1,135.72,366991,1,51310,82673,10350,10300,1394,2901,20190905
아이디스                                ,27850,36800,2,950,2.65,1,6400,29.84,1,49.25,89281,1,2662,5028,36850,36800,30,897,20190905
현성바이탈                              ,3770,2225,5,120,-5.12,1,870,30,1,32.6,2664603,1,69265,106138,2230,2225,2609,9261,20190907
디케이티                                ,10650,13000,2,650,5.26,1,2450,29.88,1,148.37,406307,1,23101,13372,13050,13000,256,1148,20190907
현성바이탈                              ,3770,2225,5,120,-5.12,1,870,30,1,32.6,2664603,1,69265,106138,2230,2225,2609,9261,20190908
디케이티                                ,10650,13000,2,650,5.26,1,2450,29.88,1,148.37,406307,1,23101,13372,13050,13000,256,1148,20190908
현성바이탈                              ,3770,2225,5,120,-5.12,1,870,30,1,32.6,2664603,1,69265,106138,2230,2225,2609,9261,20190909
디케이티                                ,10650,13000,2,650,5.26,1,2450,29.88,1,148.37,406307,1,23101,13372,13050,13000,256,1148,20190909
뉴인텍                                  ,526,1360,5,30,-2.16,1,121,29.88,1,57.21,249834,1,41017,50496,1370,1360,11125,1772,20190910
바이온                                  ,1740,1375,2,30,2.23,1,400,29.85,1,75.58,396329,1,113853,55359,1375,1370,15785,608,20190910
한창산업                                ,7430,5670,5,20,-0.35,1,1710,29.9,1,55.41,12767,1,1636,1737,5670,5660,43,91,20190910
투비소프트                              ,3235,2545,2,105,4.3,1,745,29.92,1,148.64,473581,1,27588,15379,2550,2545,3724,1181,20190910
유신                                    ,24350,21150,2,400,1.93,1,5600,29.87,1,94.98,11786,1,2527,890,21150,20850,274,107,20190911
에코마이스터                            ,5660,5230,2,100,1.95,1,1300,29.82,1,91.78,83626,1,7073,12761,5240,5230,2286,1156,20190911
엑시콘                                  ,6790,6070,5,30,-0.49,1,1560,29.83,1,37.91,26402,1,5975,4484,6070,6060,768,213,20190912
엑시콘                                  ,6790,6070,5,30,-0.49,1,1560,29.83,1,37.91,26402,1,5975,4484,6070,6060,768,213,20190913
엑시콘                                  ,6790,6070,5,30,-0.49,1,1560,29.83,1,37.91,26402,1,5975,4484,6070,6060,768,213,20190914
엑시콘                                  ,6790,6070,5,30,-0.49,1,1560,29.83,1,37.91,26402,1,5975,4484,6070,6060,768,213,20190915
엑시콘                                  ,6790,6070,5,30,-0.49,1,1560,29.83,1,37.91,26402,1,5975,4484,6070,6060,768,213,20190916
중앙에너비스                            ,8450,6830,2,140,2.09,1,1950,30,1,187.23,14417,1,7706,10274,6850,6830,328,2488,20190917
현대사료                                ,16800,13100,2,100,0.77,1,3850,29.73,1,68.2,13638,1,5047,10125,13100,13050,924,417,20190917
흥구석유                                ,6530,5570,2,30,0.54,1,1500,29.82,1,82.47,234989,1,28754,25194,5580,5570,2047,1096,20190917
에코바이오                              ,5840,5340,2,190,3.69,1,1345,29.92,1,192.67,65260,1,8976,11797,5340,5320,166,1320,20190917
우진비앤지                              ,3165,2665,2,70,2.7,1,730,29.98,1,118.6,1490685,1,85359,102400,2670,2665,6695,5009,20190918
흥구석유                                ,8480,5570,2,30,0.54,1,1950,29.86,2,82.47,234989,1,28754,25194,5580,5570,2047,1096,20190918
신라에스지                              ,6860,10500,2,300,2.94,1,1580,29.92,1,53.7,86131,1,15249,5245,10600,10500,716,23,20190918
대성미생물                              ,20850,17900,2,700,4.07,1,4800,29.91,1,45.18,181254,1,11437,8542,17900,17850,1190,55,20190918
이글벳                                  ,8190,7040,2,260,3.83,1,1890,30,1,124.48,1495143,1,42154,29564,7040,7030,3022,3078,20190918
제일바이오                              ,5410,7910,2,510,6.89,1,1245,29.89,1,91.28,29036130,1,104379,27827,7910,7900,3442,6529,20190918
진바이오텍                              ,5980,7690,1,1770,29.9,1,1380,30,1,172.51,17227077,1,0,324028,0,7690,0,313340,20190918
하림                                    ,3665,2865,2,50,1.78,1,845,29.96,1,142.13,968509,1,66883,96101,2870,2865,2528,768,20190918
마니커에프앤지                          ,8980,9580,3,0,0,1,2070,29.96,1,70.33,229934,1,9214,6338,9590,9580,110,135,20190918
액션스퀘어                              ,1715,1740,2,60,3.57,1,395,29.92,1,22.47,2201798,1,93483,22037,1740,1735,16997,1,20190918
정다운                                  ,3410,2640,2,40,1.54,1,785,29.9,1,75.46,252860,1,47957,12294,2645,2640,3802,425,20190918
신라에스지                              ,8910,10500,2,300,2.94,1,2050,29.88,2,53.7,86131,1,15249,5245,10600,10500,716,23,20190919
이글벳                                  ,10600,7040,2,260,3.83,1,2410,29.43,2,124.48,1495143,1,42154,29564,7040,7030,3022,3078,20190919
아이엠텍                                ,1410,1075,2,30,2.87,1,325,29.95,1,106.85,372270,1,59637,38430,1075,1070,1665,4808,20190919
신라에스지                              ,12900,10500,2,300,2.94,1,2950,29.65,1,53.7,86131,1,15249,5245,10600,10500,716,23,20190921
신라에스지                              ,12900,10500,2,300,2.94,1,2950,29.65,1,53.7,86131,1,15249,5245,10600,10500,716,23,20190922
신라에스지                              ,12900,10500,2,300,2.94,1,2950,29.65,1,53.7,86131,1,15249,5245,10600,10500,716,23,20190923
두올산업                                ,1060,1375,2,55,4.17,1,244,29.9,1,144.5,9917433,1,719907,306504,1380,1375,160691,6472,20190924
제이씨케미칼                            ,6830,5560,2,50,0.91,1,1570,29.85,1,105.27,480970,1,13842,38614,5560,5550,9607,2648,20190924
네오오토                                ,5780,5090,2,205,4.2,1,1330,29.89,1,202.58,85664,1,18757,11329,5090,5050,4438,120,20190924
대성엘텍                                ,990,1060,2,55,5.47,1,228,29.92,1,244.24,8430142,1,405053,227229,1060,1055,3332,2990,20190925
진바이오텍                              ,7770,7690,1,1770,29.9,1,1790,29.93,1,172.51,17227077,1,0,324028,0,7690,0,313340,20190925
코리아에프티                            ,3460,3025,5,45,-1.47,1,795,29.83,1,168.9,631890,1,30463,38880,3030,3025,5795,358,20190925
팜스토리                                ,1520,1050,2,20,1.94,1,350,29.91,1,149.11,700924,1,224672,722098,1050,1045,17197,17442,20190926
마니커에프앤지                          ,11250,9580,3,0,0,1,2570,29.61,1,70.33,229934,1,9214,6338,9590,9580,110,135,20190926
마니커에프앤지                          ,15950,9580,3,0,0,1,3650,29.67,1,70.33,229934,1,9214,6338,9590,9580,110,135,20190928
알리코제약                              ,11650,16400,2,1750,11.95,1,2660,29.59,1,108.44,8841541,1,42319,20115,16400,16350,3768,2395,20190928
마니커에프앤지                          ,15950,9580,3,0,0,1,3650,29.67,1,70.33,229934,1,9214,6338,9590,9580,110,135,20190929
알리코제약                              ,11650,16400,2,1750,11.95,1,2660,29.59,1,108.44,8841541,1,42319,20115,16400,16350,3768,2395,20190929
마니커에프앤지                          ,15950,9580,3,0,0,1,3650,29.67,1,70.33,229934,1,9214,6338,9590,9580,110,135,20190930
알리코제약                              ,11650,16400,2,1750,11.95,1,2660,29.59,1,108.44,8841541,1,42319,20115,16400,16350,3768,2395,20190930
에이치엘비                              ,60400,167800,5,200,-0.12,1,13900,29.89,1,61.62,1698930,1,10663,20321,167800,167700,5524,2157,20190931
에이치엘비파워                          ,1035,2850,5,145,-4.84,1,238,29.86,1,69.31,22111636,1,76488,182880,2855,2850,7477,45158,20190931
에이치엘비생명과학                      ,9490,33800,2,900,2.74,1,2190,30,1,100.2,3454678,1,38138,29776,33800,33750,4843,3657,20190931
뉴프라이드                              ,1285,1205,5,65,-5.12,1,295,29.8,1,15.41,4517149,1,218560,629919,1205,1200,50831,161055,20190931
에이치엘비                              ,60400,167800,5,200,-0.12,1,13900,29.89,1,61.62,1698930,1,10663,20321,167800,167700,5524,2157,20191001
에이치엘비파워                          ,1035,2850,5,145,-4.84,1,238,29.86,1,69.31,22111636,1,76488,182880,2855,2850,7477,45158,20191001
에이치엘비생명과학                      ,9490,33800,2,900,2.74,1,2190,30,1,100.2,3454678,1,38138,29776,33800,33750,4843,3657,20191001
뉴프라이드                              ,1285,1205,5,65,-5.12,1,295,29.8,1,15.41,4517149,1,218560,629919,1205,1200,50831,161055,20191001
오성첨단소재                            ,2535,2425,5,40,-1.62,1,585,30,1,25.22,2854449,1,90384,290058,2430,2425,5177,61525,20191002
지엘팜텍                                ,2050,1380,2,15,1.1,1,470,29.75,1,103.6,1188137,1,64113,125568,1385,1380,500,12030,20191002
신라젠                                  ,10550,18050,5,1200,-6.23,1,2410,29.61,1,104.68,6780176,1,188579,426077,18100,18050,32696,25405,20191002
램테크놀러지                            ,8990,8000,2,150,1.91,1,2070,29.91,1,366.6,930693,1,11157,22161,8010,8000,3336,8709,20191005
블러썸엠앤씨                            ,10150,10650,2,950,9.79,1,2340,29.96,1,190.16,370513,1,14836,8682,10700,10650,2200,587,20191005
램테크놀러지                            ,8990,8000,2,150,1.91,1,2070,29.91,1,366.6,930693,1,11157,22161,8010,8000,3336,8709,20191006
블러썸엠앤씨                            ,10150,10650,2,950,9.79,1,2340,29.96,1,190.16,370513,1,14836,8682,10700,10650,2200,587,20191006
램테크놀러지                            ,8990,8000,2,150,1.91,1,2070,29.91,1,366.6,930693,1,11157,22161,8010,8000,3336,8709,20191007
블러썸엠앤씨                            ,10150,10650,2,950,9.79,1,2340,29.96,1,190.16,370513,1,14836,8682,10700,10650,2200,587,20191007
헬릭스미스                              ,93200,95900,5,900,-0.93,1,21500,29.99,1,61.72,438618,1,9812,19533,96000,95900,924,1411,20191008
신라젠                                  ,14200,18050,5,1200,-6.23,1,3250,29.68,1,104.68,6780176,1,188579,426077,18100,18050,32696,25405,20191008
싸이토젠                                ,11050,13100,5,200,-1.5,1,2550,30,1,102.75,423510,1,14907,29540,13200,13100,30,4985,20191008
올리패스                                ,23650,19900,2,700,3.65,1,5450,29.95,1,132.94,281407,1,24292,14492,20000,19900,580,2169,20191009
올리패스                                ,23650,19900,2,700,3.65,1,5450,29.95,1,132.94,281407,1,24292,14492,20000,19900,580,2169,20191010
미래SCI                                 ,588,412,2,4,0.98,1,135,29.8,1,48.52,304662,1,106024,45770,412,410,38520,521,20191011
이원컴포텍                              ,4770,7920,5,80,-1,1,1100,29.97,1,176.43,1115144,1,11388,5468,7930,7920,619,1183,20191011
로고스바이오                            ,13950,11850,2,200,1.72,1,3200,29.77,1,85.31,18854,1,9716,7371,11850,11800,1152,120,20191011
티앤알바이오팹                          ,12050,10700,2,500,4.9,1,2770,29.85,1,638.82,529710,1,10882,15892,10700,10650,233,2279,20191011
